TRACT,poc_diff,age_diff,hhi_diff,emv_diff,rent_diff,bld_diff
27139081100,1.6567444669491325,3.5582485863693716,11.999602196177333,26.191721475748864,34.826050319008054,13.599544678777704
27037060904,10.378847793821325,0.2426964609557558,-17.87640074774466,22.028978518898406,22.416743451362372,-0.3400744749622895
27037060905,8.264232921506252,-2.6374106667624373,-11.860573020712133,22.61801908169017,-25.762910798122068,-8.311927039311506
27037060820,1.740508654893878,4.748640093696571,0.26237019823434815,33.319746941159494,71.38839584149743,-4.508873852450499
27037060821,7.752620739226844,3.1676680253151357,20.54341464143123,92.09805440932965,0.6343403935060722,18.4407180670157
27037060902,0.0472096989107591,6.064333944242928,2.552843571762034,56.34558404575172,21.55097975284933,52.698623761718
27019091100,8.686878990597164,1.102377268965987,14.957424013429039,58.69601680092771,8.49186025242363,2.7878232038155986
27037060906,7.9576189018167,8.126798039140642,-7.074913612172535,22.80253781220382,23.25508607198748,-51.25238847073081
27037060907,4.494255631289288,1.4978652969392954,21.967077185091295,43.09429112192555,-0.6399361541758481,-15.435776295393794
27037060815,2.2214318859089675,8.605177967999609,-2.6484314505158717,50.13679505474846,-8.601938427953337,29.205039276932997
27037061108,5.260291596649932,1.6593604185834625,5.438180367918665,23.052912951802004,12.929831239690392,-5.707519760380702
27037060818,7.758619370278313,3.3603657819294908,-11.951595253856715,31.416518167093056,-8.92018779342723,-5.309340611116504
27037060813,6.627222033606097,12.547094373505821,-30.395586816035582,17.60717708790217,13.447055746010761,-0.01635514681340311
27037060816,7.223309792005089,3.478781900616223,5.681498925606688,27.45876971229061,37.8551344198888,-49.8535877078387
27037061107,3.606541340836768,8.847036889986015,-27.84443236929004,29.912569042906817,15.924775011098111,15.199450896774302
27139080903,9.642479703379827,8.170272200203797,9.343530600549132,68.33350943493109,-60.199909132212625,25.019488222335205
27139080904,5.694406306140815,8.37705451667875,-16.329195989814806,28.57428276059273,13.992560705479162,-1.6266488067421
27037060819,10.295006368904222,3.1373690792450293,3.699420547414635,24.860732414886566,38.083402375034524,-40.992738536535796
27037060814,9.374303831293611,7.607649654299582,-1.8232107777867168,21.60958676038621,44.58575935985427,-38.6738788840448
27037060817,8.376512862405352,5.831068283531544,6.196592842258729,42.11999734753801,52.88975230694511,17.9612071494346
27139080906,5.670402564899849,7.510474774022974,-6.184917612659125,25.920540963713034,15.798322210975972,-9.464660574392
27037060742,9.11498405650572,14.493265552860986,-7.616996971041259,21.206489270293773,49.971830985915496,-14.14478217008243
27037061007,6.47673375446698,7.669410581503639,-17.983486411877355,22.898910622229117,-35.64945226917058,-36.0155844155844
27037060829,11.994692712709913,3.3748524658250796,-18.218789600557418,35.70847930806863,-5.263157894736842,-25.4040982877693
27139080205,7.202320566822924,5.430188328041444,-5.572384789148783,14.581833273798702,45.539906103286384,-54.6534351748596
27037060746,5.935718387268755,9.73452688568968,-14.738706329694926,22.53647886309892,-6.360396772750415,-27.9083212484657
27037060812,16.13383120968508,7.526690759039535,0.6136474875226166,25.591422632803905,21.658092266171888,-6.088666385237089
27037060739,30.232077261780194,3.0684728704530704,-15.813801461354057,24.944291238311333,-4.92957746478874,-10.901581297639003
27037060826,10.256321413245985,6.033525856470317,-3.218410723453381,33.52974456614049,-13.145539906103288,-1.4660128870659044
27139080204,4.351851851851901,5.307180948206586,-17.19346177398841,90.23507304017843,46.73145254505758,34.1278833913859
27037060828,17.182607168967866,3.700994714596045,-5.516588294309773,26.09096892444053,-2.001482579688658,-20.138363129407892
27037061105,6.0979396127611505,0.3772201896823528,-20.06931969647645,17.60640369229036,-10.68893984059395,-0.9153068756478397
27139080905,4.881916800509067,4.3888755906160775,-19.89531345178933,31.103795978485543,82.80918387034536,-21.0226330191717
27037061003,5.123006734959826,8.50272739096174,-3.7305139743487934,55.61053276178792,40.3145805151057,10.9584337900937
27037060811,8.083534584824775,11.536375704667318,-15.18464512742872,24.783498743730526,-4.472802083183477,-10.72513674421897
27037061106,2.155374955739771,7.542696414363782,-41.274767247553115,22.709704975414667,4.639134240471077,15.2247517608257
27037060745,19.7143154542539,9.631634323781444,-26.57173561206608,21.43663084845842,-5.924775522590559,-16.4563904940422
27037061008,19.320109926624625,-2.07232073917951,-7.5885994432672685,30.738958638710397,17.62061732094696,8.825604192984951
27037060823,9.17676901714923,8.576911977915378,-6.507673823141897,18.834899632671625,-17.516436720424693,-46.2455698241738
27037061009,14.50423102949806,-7.239230770960131,54.359787040829055,85.45879566242944,97.40785136350016,13.014157014157007
27139080302,21.373110924727346,1.775361890026042,2.1020154439189342,39.42478142204336,85.03947333910354,-1.608188590550597
27037061005,3.0621141915347856,4.715573440793046,-18.135562420497916,32.658386444632896,6.09374680594452,-26.920944251432235
27037060741,27.427545239108152,6.741793230237198,-17.31036222699277,25.159657936283896,3.2479926286692127,-27.666434362674902
27037060824,20.272956903046108,8.08279060523949,-23.602384905654038,28.210906524353003,-30.69380616592554,-10.97312249659575
27037061102,4.575257772806378,3.4503257781950385,-14.652335063009636,27.348220085495388,5.215332743489802,4.850478781232299
27037060825,2.768807056333011,9.339487721996166,-4.3254635966918364,25.514834255835122,22.32688164384537,-28.60017927503758
27139080700,7.688681388586016,0.7899684205743354,9.36205468102734,10.644814279354687,-4.4051543302367415,20.9599818012929
27037061004,6.482227126072112,6.705528462019832,9.360432144439844,41.94156360424702,-19.12363067292645,-17.558041068474104
27037060711,14.310395282975918,4.2903177839655235,-21.05578642453943,25.81527020867302,-7.704448371103596,-3.3255132927383
