TRACT,percentPOC2000,perSixFive2000,medHHinc2000,MedianValue2000,rent2000,builtSince00_2000,median_hhi,perc_poc,perc_65up,perc_new_bld,rent,emv
27139081100,0.0207989435457247,0.0510069329811819,106585.2,244865.508122403,830.7,0.339155749636099,119375,3.7366388215216024,8.658941884487561,47.5151196423876,1120,309e3
27037060904,0.0346370415233027,0.133949974225678,72634.42,155127.087268606,759.7,0.0613621038435603,59650,13.842551946151596,13.637693883523557,5.79613590939374,930,189300
27037060905,0.0531264821262679,0.0794457169911431,86510.66,178929.656214583,1363.2,0.608459869848156,76250,13.576881134133043,5.307161032351872,52.5340599455041,1012,219400
27037060820,0.0386127994279585,0.0259206292456203,121987.94,238299.282206271,867.62,0.443132380360472,122308,5.601788597689728,7.340703018258601,39.8043641835967,1487,317700
27037060821,0.0896802703405251,0.094099298154406,69639.64,169080.317340385,930.1,0.303114186851211,83946,16.720647773279353,12.577597840755736,48.7521367521368,936,324800
27037060902,0.0464344941956882,0.0414593698175788,93737.04,192746.089913109,1116.404,0.266272189349112,96130,4.690659118479579,10.210270926000808,79.3258426966292,1357,301350
27019091100,0.0210701413917383,0.0695869143332409,92909.18,193703.664525878,874.72,0.352769679300292,106806,10.793893129770993,8.061068702290077,38.0647911338448,949,307400
27037060906,0.0520833333333333,0.00813802083333333,95406.96,206836.116358141,1597.5,0.683148335015136,88657,13.16595223515003,8.940600122473974,17.0624450307828,1969,254e3
27037060907,0.0693201134007783,0.0108312677188716,94745.24,186590.253116736,1353.26,0.597701149425287,115558,11.426266971367118,2.5809920688264554,44.3343386471349,1344.6,267e3
27037060815,0.0799289520426288,0.0369449378330373,114679.2,233853.400075557,1520.82,0.190315315315315,111642,10.214327090171848,12.29967175130334,48.2365708084645,1390,351100
27037061108,0.0353615171868827,0.0934413275385223,64665.38,161556.516811485,788.1,0.323410696266398,68182,8.796443315338202,11.003493172435693,26.6335498662591,890,198800
27037060818,0.0790481952006453,0.0157289776164549,91422.44,204920.967132603,1597.5,0.545395590142672,80496,15.663438890342842,4.933263543574981,49.2302184031507,1455,269300
27037060813,0.0525965379494008,0.0559254327563249,124920.24,325575.368341519,1452.66,0.390158172231986,86950,11.886875828546177,18.13963764913831,38.9994620763852,1648,382900
27037060816,0.0661420672054445,0.0172267120374309,129989.64,264085.398564413,1571.94,0.740601503759398,137375,13.837516512549538,5.201453104359313,24.2065626681011,2167,336600
27037061107,0.0226415094339623,0.0849056603773585,102248.52,195824.008311296,991.16,0.239156626506024,73778,5.870692284232998,17.337602927721864,39.1151135473767,1149,254400
27139080903,0.127297830703428,0.0482242852972321,113175.42,229544.314318096,2201,0.387900355871886,123750,22.37226277372263,12.992700729927007,63.8095238095238,876,386400
27139080904,0.0611573446874395,0.0508999419392297,91528.94,185495.882130714,957.08,0.279730380356283,76583,11.810140774884765,13.46704871060172,26.3463892288862,1091,238500
27037060819,0.0602758385833475,0.00902434871445599,112516.54,220926.142803173,1303.56,0.585106382978723,116679,16.322590227238972,4.0398039506906285,17.5178997613365,1800,275850
27037060814,0.0631964077831365,0.0206219856976551,108448.24,243360.748016623,1229.72,0.562098501070664,106471,15.69394460960726,9.669848224065092,17.5359712230216,1778,295950
27037060817,0.0824236671412751,0.0175605125771239,92841.02,167780.751794484,1029.5,0.12142152023692,98594,16.618879576532862,7.5871195412439345,30.1033591731266,1574,238450
27139080906,0.0390983443048075,0.0572511470177538,105760.18,198696.732149603,1165.82,0.21865715983363,99219,9.580236995380599,13.235589475798355,12.401055408971,1350,250200
27037060742,0.0634770251065846,0.0407389862624349,125739.58,238436.078579524,887.5,0.168782673637043,116162,15.46268656716418,18.567164179104477,2.73348519362187,1331,289e3
27037061007,0.0611933797909408,0.0300522648083624,99922.56,205331.356252361,1597.5,0.560727272727273,81953,12.59607173356106,10.67463706233988,20.0571428571429,1028,252350
27037060829,0.135793871866295,0.0511838440111421,79938.9,237273.309406876,1349,0.896616541353383,65375,25.574079899339413,8.49323686693929,64.257555847569,1278,322e3
27139080205,0.0732442348008386,0.0209643605870021,124881.9,242403.173403853,1171.5,0.704524886877828,117923,14.526744046906783,7.526624386741654,15.7990535129232,1705,277750
27037060746,0.131283068783069,0.0456349206349206,75120.84,223525.273894975,1296.46,0.483499616270146,64049,19.064025265575655,14.29801894918174,20.4416403785489,1214,273900
27037060812,0.0860025624599616,0.0461242793081358,88343.88,181939.176426143,948.56,0.101881597062873,88886,24.73408745568124,12.139118689853115,4.09949332105021,1154,228500
27037060739,0.121621621621622,0.0521235521235521,86459.54,195687.211938043,1164.4,0.264160931709899,72787,42.394239423942395,8.28082808280828,15.5145118733509,1107,244500
27037060826,0.0764006791171477,0.0694397283531409,89327.94,194114.053645637,1789.2,0.239676458067263,86453,17.896389324960754,12.977498691784406,22.5016329196604,1554,259200
27139080204,0.106481481481481,0.0401234567901235,106145,209845.636569702,934.36,0.380614657210402,87895,15,9.319526627218936,72.1893491124261,1371,399200
27037060828,0.135793871866295,0.0511838440111421,79938.9,197397.166603702,1349,0.773714285714286,75529,30.761994355597366,8.819379115710255,57.2330654420207,1322,248900
27037061105,0.0275689223057644,0.152464494569758,71633.32,152117.567057046,915.9,0.0262901655306719,57257,8.85483184333759,15.623669646658152,1.71370967741935,818,178900
27139080905,0.0329694809534417,0.0407663176654043,124042.68,229817.907064601,1036.6,0.357049608355091,99364,8.178864895853238,8.465507357156508,14.6823278163374,1895,301300
27037061003,0.0248155600268276,0.0784708249496982,115561.02,235973.743860975,754.02,0.163594470046083,111250,7.604562737642586,16.34980988593156,27.317880794702,1058,367200
27037060811,0.0950056327450244,0.0700337964701464,88481.62,195618.813751417,1390.18,0.203116883116883,75046,17.584097859327215,18.539755351681958,9.58655156746933,1328,244100
27037061106,0.029011786038078,0.127833182230281,93833.6,184948.696637703,754.02,0.197002141327623,55104,5.056553559547571,20.326014637391882,34.924965893588,789,226950
27037060745,0.205771643663739,0.0409033877038896,77086.12,217232.640725349,1120.38,0.348600508905852,56603,40.2914798206278,13.721973094170403,18.403660396543,1054,263800
27037061008,0.0643607705779334,0.14492119089317,67393.2,156495.051001133,800.88,0.0640834575260805,62279,25.756186984417965,12.419798350137489,15.233949945593,942,204600
27037060823,0.109849419896322,0.0269069365588744,126858.54,262717.434831885,1390.18,0.579044117647059,118603,20.16171100678143,11.267605633802818,11.6588419405321,1146.67,312200
