"TRACT","CO_ID","Pop2000","PopDen2000","percentPOC2000","perLEP2000","perEighteen2000","perSixFive2000","perBachelors2000","percent185povRate2000","medHHinc2000","percentRent2000","proxTrans2000","coreBusinesses2000","civicInfrastructure2000","water2000","park2000","driveAcess2000","transitAcess2000","BuildLand2000","units2000","MedianValue2000","Count2000","rent2000","percentAfford2000","ageDiversity2000","percentRes2000","builtSince00_2000","Zero","Missing"
27037061502,37,2043,0.000350482402721,0.0230053842388644,0.0162900683131897,0.27851199216838,0.107684777288302,0.332599118942731,0.0842724154826066,91727.74,0.0774365821094793,0,0,0,0.0106592768418,0.000852892460823,37656,0,2.50724637681159,749,220789.346429921,748,674.5,0.034610630407911,0.638454648675253,0.986421653335,0.336423841059603,1,1
27037061402,37,3285,0.000433754610109,0.0219178082191781,0.0113932291666667,0.310502283105023,0.0964992389649924,0.155138339920949,0.0971585701191567,81030.88,0.1105216622458,0,0,1,0.00428151545111,0.0230806749861,46545,0,2.64948453608247,1131,201501.057801285,1197,781,0.0776785714285714,0.612111458988412,0.99802758093,0.221917808219178,1,1
27139081200,139,4597,0.000919378100366,0.0274091798999347,0.0230642504118616,0.324777028496846,0.147922558190124,0.219236209335219,0.16421568627451,70669.14,0.206875753920386,0,0,2,0.00998460059214,0.00492226007821,39298,0,3.47826086956522,1658,169080.317340385,1365,742.66,0.171232876712329,0.577347215934812,0.973243587895,0.217228464419476,1,1
27037061501,37,2538,0.000340243465142,0.0228526398739165,0.0132340777502068,0.289598108747045,0.0760441292356186,0.18960244648318,0.086714399363564,88750,0.0996523754345307,0,0,0,0.00600819765951,0.000111081548246,75280,0,2.67624810892587,863,250132.168492633,960,941.46,0.0254854368932039,0.58854661117,0.999190943198,0.144690781796966,1,1
27139081100,139,6058,0.00046988578582,0.0207989435457247,0.00916936353829558,0.322548695939254,0.0510069329811819,0.244638602065131,0.0519179894179894,106585.2,0.0392839383391348,0,0,0,0.0323970908468,0.016411287388,103219,0,2.85433070866142,2011,244865.508122403,1739,830.7,0.0359504132231405,0.396846833210719,0.999913823707,0.339155749636099,1,1
27139081300,139,5563,0.000678760997441,0.0305590508718317,0.00828995565837671,0.289052669422973,0.1400323566421,0.165781381045569,0.155046043976696,75563.88,0.176674937965261,0,8,3,0.0167089254147,0.0384007953214,52535,0,3.2067816091954,2015,144867.359274651,2284,704.32,0.139667458432304,0.602837638581022,0.981383310065,0.319107662463628,1,1
27037060904,37,3575.000016,0.00187058103677,0.0346370415233027,0.0157921222394432,0.271182859765335,0.133949974225678,0.161042588689031,0.120493675896939,72634.42,0.300365212543851,0,10,12,0.0139151982035,0.0507675721818,136309,0,3.21513002364066,1449.00828,155127.087268606,943,759.7,0.135593220338983,0.651830321535699,0.921597080845,0.0613621038435603,1,1
27037060905,37,2581.999984,0.00112701443848,0.0531264821262679,0.0157444618171466,0.322432717722279,0.0794457169911431,0.218398691679152,0.0930252257593301,86510.66,0.115646906314073,0,11,7,0.00998038036361,0.0200283133592,120227,0,2.77563041946257,879.99172,178929.656214583,886,1363.2,0.0502057613168724,0.471076478184567,0.986274708885,0.608459869848156,1,1
27037061001,37,3135,0.000463592756664,0.0303030303030303,0.00643849542527957,0.294098883572568,0.0787878787878788,0.157320872274143,0.0930902111324376,91526.1,0.101048617731173,0,0,0,0.00551339643549,0.0139113743692,152747,0,2.57831325301205,1049,204920.967132603,1184,826.44,0.035140562248996,0.584340981369434,0.996971725392,0.139399806389158,1,1
27037060820,37,5594,0.00130191543104,0.0386127994279585,0.00980776775205963,0.382552735073293,0.0259206292456203,0.410708661417323,0.0336074365391491,121987.94,0.0256869772998805,0,6,4,0.0519499146557,0.083615713123,242541,0,3.20987654320988,1674,238299.282206271,1773,867.62,0.00550964187327824,0.29920937707779,0.988937293421,0.443132380360472,1,1
27037060821,37,3847,0.00184108762533,0.0896802703405251,0.0549635445877734,0.290616064465818,0.094099298154406,0.163240131578947,0.167322318384474,69639.64,0.292761050608584,0,10,8,0.00358502525578,0.0307439752682,206035,0,3.21875,1561,169080.317340385,777,930.1,0.0760043431053203,0.63979119023958,0.861895186042,0.303114186851211,1,1
27139081000,139,6122.0000264,0.000505267658411,0.0209149402561002,0.0113698840035828,0.315204537288239,0.044380591510675,0.300777385548671,0.0534657545934177,114991.6,0.0271638786371601,0,0,0,0.0318512296753,0.0883340806176,141307,0,3.04175123326286,1995.7234504,254714.8469966,1894,795.2,0.00858778625954199,0.365130563097365,0.99982506031,0.333502280790674,1,1
27037061401,37,3156,0.000475129849587,0.0291508238276299,0.0170241743275451,0.313054499366286,0.0459442332065906,0.208482370975984,0.0554664956716896,101608.1,0.0469061876247505,0,0,1,0.0310053637014,0.0966702042233,35942,0,2.50118203309693,1002,225987.608613525,1375,761.12,0.0121212121212121,0.409381546151763,0.996992889504,0.256206554121152,1,1
27139080800,139,6139,0.0010169703199,0.0680892653526633,0.0310503903477644,0.320247597328555,0.0757452353803551,0.201973143326939,0.146750872527838,77874.22,0.139740018570102,0,0,0,0.0274225401623,0.109750015064,99275,0,3.29454545454545,2154,164429.240649792,1515,815.08,0.12987012987013,0.563355423086393,0.984436889441,0.245358755644757,1,1
27037060902,37,603,0.000674214645505,0.0464344941956882,0,0.333333333333333,0.0414593698175788,0.135359116022099,0.149647887323944,93737.04,0.025,0,6,9,0.0145945470291,0.00135406241724,143364,0,2.95217391304348,200,192746.089913109,219,1116.404,0.0991501416430595,0.584402821135391,0.999947058912,0.266272189349112,1,1
27019091100,19,3607,0.000534994441619,0.0210701413917383,0.0139548693586698,0.300249514832271,0.0695869143332409,0.221930974224552,0.059938667410092,92909.18,0.108,0,0,1,0.0260697804809,0.0437745859904,78128,0,2.66326530612245,1250,193703.664525878,937,874.72,0.0718849840255591,0.540245387089112,0.997117316624,0.352769679300292,1,1
27037060906,37,2989.0000896,0.00174157561881,0.0520833333333333,0.0161408657373441,0.377604166666667,0.00813802083333333,0.320837927232635,0.0767716535433071,95406.96,0.00738396624472574,0,1,2,0.0129901032997,0.0283438453801,182240,0,2.91450777202073,922.3867464,206836.116358141,937,1597.5,0.00280112044817927,0.115461078768241,0.987239190292,0.683148335015136,1,1
27037060907,37,4216.9999104,0.00220278718221,0.0693201134007783,0.0174330687589073,0.381157492566211,0.0108312677188716,0.257362729709652,0.0307884374945322,94745.24,0.00855690883309352,0,0,1,0.00117873224235,0.0399395827948,154063,0,3.07210031347962,1307.6132536,186590.253116736,1345,1353.26,0.0078909612625538,0.237942629332331,0.980136911446,0.597701149425287,1,1
