Medoid,Cluster Average Width,Average Width
429,0.15126958533685975,0.13660805330632708
87,0.18865321923184475,0.13660805330632708
122,0.14293980598101272,0.13660805330632708
242,0.04846899790024886,0.13660805330632708
109,0.06076705015809556,0.13660805330632708
112,0.5744656802286486,0.13660805330632708
392,0.25271212118743264,0.13660805330632708
